STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
Texas,483886,1,72,Other driver license violations
Texas,483886,1,76,Driving uninsured vehicle
Texas,483888,1,1,Manslaughter or homicide
Texas,483888,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483905,1,7,"Hit-and-run, fail to stop after crash"
Texas,483912,2,83,Failure to require restraint use (by self or passengers)
Texas,483919,1,1,Manslaughter or homicide
Texas,483919,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483930,1,9,Serious violation resulting in death
Texas,483943,2,46,Fail to yield generally
Texas,483945,1,9,Serious violation resulting in death
Texas,483945,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483948,1,1,Manslaughter or homicide
Texas,483950,1,1,Manslaughter or homicide
Texas,483950,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,483950,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Texas,483955,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483957,1,1,Manslaughter or homicide
Texas,483957,1,15,Illegal possession of alcohol or drugs
Texas,483959,1,1,Manslaughter or homicide
Texas,483959,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483961,1,9,Serious violation resulting in death
Texas,483964,4,72,Other driver license violations
Texas,483966,2,72,Other driver license violations
Texas,483966,2,76,Driving uninsured vehicle
Texas,483977,1,5,Fleeing or eluding police
Texas,483977,1,29,"Speed related violations, generally"
Texas,483984,2,72,Other driver license violations
Texas,483984,2,76,Driving uninsured vehicle
Texas,483986,1,1,Manslaughter or homicide
Texas,483986,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483987,1,1,Manslaughter or homicide
Texas,483987,1,9,Serious violation resulting in death
Texas,483993,2,8,"Fail to give aid, info., wait for police after crash"
Texas,483993,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,483995,1,46,Fail to yield generally
Texas,483996,1,7,"Hit-and-run, fail to stop after crash"
Texas,484010,2,35,Fail to obey signal generally
Texas,484013,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Texas,484016,1,46,Fail to yield generally
Texas,484023,1,9,Serious violation resulting in death
Texas,484027,1,9,Serious violation resulting in death
Texas,484030,1,1,Manslaughter or homicide
Texas,484030,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484030,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,484032,1,59,"Wrong side, passing, following violations, generally"
Texas,484033,1,1,Manslaughter or homicide
Texas,484033,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484036,1,46,Fail to yield generally
Texas,484037,1,1,Manslaughter or homicide
Texas,484037,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484044,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,484049,2,72,Other driver license violations
Texas,484049,2,76,Driving uninsured vehicle
Texas,484050,1,46,Fail to yield generally
Texas,484051,1,1,Manslaughter or homicide
Texas,484051,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484051,1,9,Serious violation resulting in death
Texas,484052,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Texas,484053,1,37,Fail to obey stop sign
Texas,484055,1,31,Fail to stop for red signal
Texas,484056,1,4,"Inattentive, careless, improper driving, driving without due care"
Texas,484056,2,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484062,1,37,Fail to obey stop sign
Texas,484062,1,83,Failure to require restraint use (by self or passengers)
Texas,484065,1,72,Other driver license violations
Texas,484070,1,29,"Speed related violations, generally"
Texas,484079,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Texas,484081,1,48,Enter intersection when space insufficient
Texas,484097,1,1,Manslaughter or homicide
Texas,484098,2,1,Manslaughter or homicide
Texas,484098,2,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484098,2,9,Serious violation resulting in death
Texas,484098,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,484100,1,1,Manslaughter or homicide
Texas,484100,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484100,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,484106,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Texas,484106,1,72,Other driver license violations
Texas,484109,1,53,"Improper, unsafe passing"
Texas,484109,2,72,Other driver license violations
Texas,484110,1,1,Manslaughter or homicide
Texas,484110,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Texas,484110,1,15,Illegal possession of alcohol or drugs
Texas,484112,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Texas,484112,1,72,Other driver license violations
Texas,484112,1,83,Failure to require restraint use (by self or passengers)
Texas,484117,1,29,"Speed related violations, generally"
Texas,484126,1,49,"Turn, yield, signaling violations generally"
Texas,484128,1,7,"Hit-and-run, fail to stop after crash"
Texas,484130,1,1,Manslaughter or homicide
Texas,484130,3,21,Racing
Texas,484134,1,98,"Other moving violation (coasting, backing, opening door)"
Texas,484135,1,1,Manslaughter or homicide
Texas,484135,1,2,Willful reckless driving; driving to endanger; negligent driving
Texas,484135,1,8,"Fail to give aid, info., wait for police after crash"
Texas,484135,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490017,1,29,"Speed related violations, generally"
Utah,490024,1,39,Fail to obey traffic control device
Utah,490026,1,69,"Lane violations, generally"
Utah,490034,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Utah,490038,2,1,Manslaughter or homicide
Utah,490041,1,7,"Hit-and-run, fail to stop after crash"
Utah,490042,1,46,Fail to yield generally
Utah,490054,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490059,1,95,No Driver Present/Unknown if Driver Present
Utah,490062,1,46,Fail to yield generally
Utah,490063,1,7,"Hit-and-run, fail to stop after crash"
Utah,490063,1,46,Fail to yield generally
Utah,490063,1,72,Other driver license violations
Utah,490071,1,69,"Lane violations, generally"
Utah,490073,1,46,Fail to yield generally
Utah,490090,1,1,Manslaughter or homicide
Utah,490090,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490090,1,72,Other driver license violations
Utah,490122,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Utah,490122,1,7,"Hit-and-run, fail to stop after crash"
Utah,490122,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490122,1,19,"Alcohol, drug, or impairment violations generally"
Utah,490126,2,1,Manslaughter or homicide
Utah,490129,1,69,"Lane violations, generally"
Utah,490147,1,1,Manslaughter or homicide
Utah,490147,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490147,1,16,Driving with detectable alcohol
Utah,490147,1,19,"Alcohol, drug, or impairment violations generally"
Utah,490164,1,5,Fleeing or eluding police
Utah,490164,1,7,"Hit-and-run, fail to stop after crash"
Utah,490164,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490170,1,1,Manslaughter or homicide
Utah,490170,1,2,Willful reckless driving; driving to endanger; negligent driving
Utah,490170,1,71,Driving while license withdrawn
Utah,490173,1,1,Manslaughter or homicide
Utah,490173,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490187,1,1,Manslaughter or homicide
Utah,490187,1,5,Fleeing or eluding police
Utah,490191,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490213,1,1,Manslaughter or homicide
Utah,490213,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Utah,490213,1,22,Speeding (above the speed limit)
Utah,490213,1,72,Other driver license violations
Utah,490213,1,89,Equipment violations generally
Utah,490218,1,1,Manslaughter or homicide
Utah,490218,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Utah,490220,1,42,"Improper method & position of turn (too wide, wrong lane)"
Utah,490221,1,1,Manslaughter or homicide
Utah,490221,1,2,Willful reckless driving; driving to endanger; negligent driving
Utah,490233,1,7,"Hit-and-run, fail to stop after crash"
Utah,490233,1,15,Illegal possession of alcohol or drugs
Utah,490254,1,46,Fail to yield generally
Utah,490265,1,46,Fail to yield generally
Utah,490274,3,15,Illegal possession of alcohol or drugs
Utah,490277,1,1,Manslaughter or homicide
Utah,490277,1,5,Fleeing or eluding police
Utah,490278,1,58,Following too closely
Utah,490279,1,46,Fail to yield generally
Utah,490286,1,46,Fail to yield generally
Utah,490303,1,12,Driving while impaired
Utah,490303,1,15,Illegal possession of alcohol or drugs
Utah,490303,1,72,Other driver license violations
Utah,490307,1,1,Manslaughter or homicide
Utah,490307,1,2,Willful reckless driving; driving to endanger; negligent driving
Utah,490307,1,4,"Inattentive, careless, improper driving, driving without due care"
Utah,490307,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Utah,490307,1,76,Driving uninsured vehicle
Utah,490310,1,49,"Turn, yield, signaling violations generally"
Vermont,500003,1,53,"Improper, unsafe passing"
Vermont,500003,1,71,Driving while license withdrawn
Vermont,500007,1,7,"Hit-and-run, fail to stop after crash"
Vermont,500009,1,2,Willful reckless driving; driving to endanger; negligent driving
Vermont,500012,1,97,Not Reported
Vermont,500024,1,2,Willful reckless driving; driving to endanger; negligent driving
Vermont,500039,1,9,Serious violation resulting in death
Vermont,500043,1,2,Willful reckless driving; driving to endanger; negligent driving
Vermont,500043,1,46,Fail to yield generally
Vermont,500045,1,46,Fail to yield generally
Vermont,500052,1,7,"Hit-and-run, fail to stop after crash"
Vermont,500053,1,97,Not Reported
Vermont,500062,1,2,Willful reckless driving; driving to endanger; negligent driving
Vermont,500062,1,9,Serious violation resulting in death
Virginia,510017,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510021,1,1,Manslaughter or homicide
Virginia,510026,2,7,"Hit-and-run, fail to stop after crash"
Virginia,510027,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510033,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510042,2,95,No Driver Present/Unknown if Driver Present
Virginia,510044,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510056,1,1,Manslaughter or homicide
Virginia,510059,1,1,Manslaughter or homicide
Virginia,510059,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510069,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510086,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510088,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510093,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510096,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510103,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510106,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510111,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510116,1,1,Manslaughter or homicide
Virginia,510116,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510120,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510129,1,69,"Lane violations, generally"
Virginia,510146,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510148,1,12,Driving while impaired
Virginia,510152,1,1,Manslaughter or homicide
Virginia,510159,1,83,Failure to require restraint use (by self or passengers)
Virginia,510167,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510183,1,97,Not Reported
Virginia,510184,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510196,1,95,No Driver Present/Unknown if Driver Present
Virginia,510197,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510206,3,95,No Driver Present/Unknown if Driver Present
Virginia,510212,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510221,1,98,"Other moving violation (coasting, backing, opening door)"
Virginia,510232,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510252,1,4,"Inattentive, careless, improper driving, driving without due care"
Virginia,510265,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510267,1,58,Following too closely
Virginia,510272,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510279,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510281,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510285,1,46,Fail to yield generally
Virginia,510288,1,98,"Other moving violation (coasting, backing, opening door)"
Virginia,510294,2,95,No Driver Present/Unknown if Driver Present
Virginia,510302,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510304,1,2,Willful reckless driving; driving to endanger; negligent driving
Virginia,510306,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510310,1,39,Fail to obey traffic control device
Virginia,510328,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510332,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510337,2,95,No Driver Present/Unknown if Driver Present
Virginia,510345,1,1,Manslaughter or homicide
Virginia,510360,1,58,Following too closely
Virginia,510397,1,69,"Lane violations, generally"
Virginia,510412,1,97,Not Reported
Virginia,510423,3,7,"Hit-and-run, fail to stop after crash"
Virginia,510425,1,1,Manslaughter or homicide
Virginia,510440,1,46,Fail to yield generally
Virginia,510444,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510446,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510454,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510455,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510456,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510456,2,95,No Driver Present/Unknown if Driver Present
Virginia,510459,1,82,Brake violations
Virginia,510460,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510465,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510474,1,1,Manslaughter or homicide
Virginia,510483,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510491,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Virginia,510497,2,14,Drinking while operating
Virginia,510508,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Virginia,510511,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510524,3,58,Following too closely
Virginia,510524,5,58,Following too closely
Virginia,510534,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510538,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510554,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510558,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510564,1,69,"Lane violations, generally"
Virginia,510565,1,95,No Driver Present/Unknown if Driver Present
Virginia,510565,2,95,No Driver Present/Unknown if Driver Present
Virginia,510567,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510570,1,1,Manslaughter or homicide
Virginia,510570,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510595,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510609,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510612,1,1,Manslaughter or homicide
Virginia,510612,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510630,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510651,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510659,1,46,Fail to yield generally
Virginia,510672,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510687,1,1,Manslaughter or homicide
Virginia,510691,1,98,"Other moving violation (coasting, backing, opening door)"
Virginia,510695,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510696,1,1,Manslaughter or homicide
Virginia,510701,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510714,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510725,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510725,1,46,Fail to yield generally
Virginia,510732,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510734,1,79,Non-moving violations generally
Virginia,510752,1,1,Manslaughter or homicide
Virginia,510757,1,1,Manslaughter or homicide
Virginia,510764,1,1,Manslaughter or homicide
Virginia,510769,1,7,"Hit-and-run, fail to stop after crash"
Virginia,510780,1,1,Manslaughter or homicide
Virginia,510788,1,46,Fail to yield generally
Virginia,510800,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510810,1,46,Fail to yield generally
Virginia,510814,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510818,1,98,"Other moving violation (coasting, backing, opening door)"
Virginia,510819,1,1,Manslaughter or homicide
Virginia,510819,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510819,1,79,Non-moving violations generally
Virginia,510832,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510851,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510855,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510858,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510859,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510862,1,46,Fail to yield generally
Virginia,510865,1,37,Fail to obey stop sign
Virginia,510872,1,46,Fail to yield generally
Virginia,510881,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Virginia,510882,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510890,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510892,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510898,1,46,Fail to yield generally
Virginia,510898,2,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510907,1,46,Fail to yield generally
Virginia,510908,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Virginia,510909,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Washington,530002,1,7,"Hit-and-run, fail to stop after crash"
Washington,530006,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530007,1,97,Not Reported
Washington,530015,1,52,"Driving on left, wrong side of road, generally"
Washington,530025,1,1,Manslaughter or homicide
Washington,530025,1,71,Driving while license withdrawn
Washington,530038,1,97,Not Reported
Washington,530041,1,12,Driving while impaired
Washington,530041,1,79,Non-moving violations generally
Washington,530042,1,97,Not Reported
Washington,530044,1,97,Not Reported
Washington,530046,1,97,Not Reported
Washington,530047,1,95,No Driver Present/Unknown if Driver Present
Washington,530051,1,97,Not Reported
Washington,530052,1,1,Manslaughter or homicide
Washington,530055,1,95,No Driver Present/Unknown if Driver Present
Washington,530056,1,97,Not Reported
Washington,530057,1,95,No Driver Present/Unknown if Driver Present
Washington,530062,1,1,Manslaughter or homicide
Washington,530065,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530065,1,58,Following too closely
Washington,530066,1,97,Not Reported
Washington,530072,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530072,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Washington,530073,1,1,Manslaughter or homicide
Washington,530073,1,71,Driving while license withdrawn
Washington,530079,1,97,Not Reported
Washington,530083,1,97,Not Reported
Washington,530089,1,58,Following too closely
Washington,530090,1,97,Not Reported
Washington,530090,2,97,Not Reported
Washington,530092,1,1,Manslaughter or homicide
Washington,530094,1,97,Not Reported
Washington,530097,1,49,"Turn, yield, signaling violations generally"
Washington,530105,1,97,Not Reported
Washington,530115,1,53,"Improper, unsafe passing"
Washington,530117,1,97,Not Reported
Washington,530120,1,46,Fail to yield generally
Washington,530123,1,1,Manslaughter or homicide
Washington,530124,1,1,Manslaughter or homicide
Washington,530129,1,97,Not Reported
Washington,530135,1,1,Manslaughter or homicide
Washington,530143,1,97,Not Reported
Washington,530148,1,97,Not Reported
Washington,530154,1,97,Not Reported
Washington,530155,1,72,Other driver license violations
Washington,530163,1,97,Not Reported
Washington,530165,1,76,Driving uninsured vehicle
Washington,530168,1,97,Not Reported
Washington,530173,1,1,Manslaughter or homicide
Washington,530176,1,97,Not Reported
Washington,530184,1,1,Manslaughter or homicide
Washington,530186,1,97,Not Reported
Washington,530189,1,97,Not Reported
Washington,530190,1,97,Not Reported
Washington,530195,1,97,Not Reported
Washington,530198,1,97,Not Reported
Washington,530200,1,97,Not Reported
Washington,530205,2,97,Not Reported
Washington,530207,1,97,Not Reported
Washington,530208,1,97,Not Reported
Washington,530214,1,1,Manslaughter or homicide
Washington,530214,1,12,Driving while impaired
Washington,530216,1,1,Manslaughter or homicide
Washington,530219,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Washington,530223,1,97,Not Reported
Washington,530224,1,97,Not Reported
Washington,530231,1,97,Not Reported
Washington,530236,1,1,Manslaughter or homicide
Washington,530239,1,97,Not Reported
Washington,530243,1,97,Not Reported
Washington,530244,1,97,Not Reported
Washington,530247,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530249,1,97,Not Reported
Washington,530258,1,1,Manslaughter or homicide
Washington,530259,1,95,No Driver Present/Unknown if Driver Present
Washington,530269,1,97,Not Reported
Washington,530277,2,97,Not Reported
Washington,530280,1,97,Not Reported
Washington,530284,1,1,Manslaughter or homicide
Washington,530284,1,12,Driving while impaired
Washington,530286,1,1,Manslaughter or homicide
Washington,530286,1,12,Driving while impaired
Washington,530294,1,97,Not Reported
Washington,530296,1,37,Fail to obey stop sign
Washington,530298,1,1,Manslaughter or homicide
Washington,530298,1,12,Driving while impaired
Washington,530302,1,97,Not Reported
Washington,530304,1,1,Manslaughter or homicide
Washington,530304,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530306,1,97,Not Reported
Washington,530312,1,1,Manslaughter or homicide
Washington,530315,1,97,Not Reported
Washington,530320,1,97,Not Reported
Washington,530326,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530336,1,12,Driving while impaired
Washington,530337,1,97,Not Reported
Washington,530341,1,61,Unsafe or prohibited lane change
Washington,530343,1,1,Manslaughter or homicide
Washington,530343,2,97,Not Reported
Washington,530345,1,97,Not Reported
Washington,530355,1,97,Not Reported
Washington,530358,1,97,Not Reported
Washington,530364,1,1,Manslaughter or homicide
Washington,530365,1,97,Not Reported
Washington,530371,2,97,Not Reported
Washington,530376,1,97,Not Reported
Washington,530376,3,97,Not Reported
Washington,530377,1,97,Not Reported
Washington,530379,1,97,Not Reported
Washington,530387,1,1,Manslaughter or homicide
Washington,530388,1,75,Fail to carry insurance card
Washington,530388,1,46,Fail to yield generally
Washington,530389,1,46,Fail to yield generally
Washington,530392,1,97,Not Reported
Washington,530394,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Washington,530395,3,97,Not Reported
Washington,530400,1,97,Not Reported
Washington,530409,1,97,Not Reported
Washington,530412,1,97,Not Reported
Washington,530414,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530417,1,97,Not Reported
Washington,530418,1,1,Manslaughter or homicide
Washington,530418,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Washington,530425,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530427,1,97,Not Reported
Washington,530428,1,97,Not Reported
Washington,530436,1,97,Not Reported
Washington,530438,1,46,Fail to yield generally
Washington,530439,1,97,Not Reported
Washington,530440,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530442,1,97,Not Reported
Washington,530443,2,12,Driving while impaired
Washington,530452,1,97,Not Reported
Washington,530455,1,9,Serious violation resulting in death
Washington,530456,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530466,1,1,Manslaughter or homicide
Washington,530468,1,97,Not Reported
Washington,530469,1,1,Manslaughter or homicide
Washington,530478,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Washington,530480,1,1,Manslaughter or homicide
Washington,530487,1,1,Manslaughter or homicide
Washington,530487,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Washington,530493,1,1,Manslaughter or homicide
Washington,530493,1,5,Fleeing or eluding police
Washington,530493,1,7,"Hit-and-run, fail to stop after crash"
Washington,530493,1,12,Driving while impaired
Washington,530494,1,97,Not Reported
Washington,530495,1,97,Not Reported
Washington,530501,1,97,Not Reported
Washington,530503,1,97,Not Reported
Washington,530506,1,97,Not Reported
Washington,530509,1,1,Manslaughter or homicide
Washington,530509,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Washington,530513,1,97,Not Reported
Washington,530521,1,75,Fail to carry insurance card
Washington,530521,2,97,Not Reported
Washington,530524,1,97,Not Reported
Washington,530525,1,1,Manslaughter or homicide
Washington,530525,1,12,Driving while impaired
Washington,530528,1,97,Not Reported
Washington,530530,1,97,Not Reported
Washington,530535,2,97,Not Reported
Washington,530536,1,1,Manslaughter or homicide
Washington,530536,2,95,No Driver Present/Unknown if Driver Present
Washington,530537,1,97,Not Reported
Washington,530542,1,1,Manslaughter or homicide
Washington,530543,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530544,1,52,"Driving on left, wrong side of road, generally"
Washington,530546,1,12,Driving while impaired
Washington,530547,1,76,Driving uninsured vehicle
Washington,530549,1,1,Manslaughter or homicide
Washington,530558,1,1,Manslaughter or homicide
Washington,530560,1,97,Not Reported
Washington,530563,1,97,Not Reported
Washington,530566,1,97,Not Reported
Washington,530572,1,1,Manslaughter or homicide
Washington,530575,1,1,Manslaughter or homicide
Washington,530579,1,97,Not Reported
Washington,530583,1,97,Not Reported
Washington,530588,1,97,Not Reported
Washington,530591,1,39,Fail to obey traffic control device
Washington,530598,1,46,Fail to yield generally
Washington,530599,1,46,Fail to yield generally
Washington,530600,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530605,1,37,Fail to obey stop sign
Washington,530608,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530609,1,97,Not Reported
Washington,530610,1,37,Fail to obey stop sign
Washington,530611,1,97,Not Reported
Washington,530618,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530618,1,46,Fail to yield generally
Washington,530618,2,93,"Driving where prohibited (sidewalk, limited access, off truck route)"
Washington,530620,1,49,"Turn, yield, signaling violations generally"
Washington,530621,1,97,Not Reported
Washington,530623,1,97,Not Reported
Washington,530624,1,97,Not Reported
Washington,530625,1,2,Willful reckless driving; driving to endanger; negligent driving
Washington,530627,1,62,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
Washington,530627,1,72,Other driver license violations
Washington,530627,1,76,Driving uninsured vehicle
Washington,530629,1,97,Not Reported
Washington,530630,1,1,Manslaughter or homicide
Washington,530632,1,97,Not Reported
Washington,530634,1,97,Not Reported
Washington,530635,1,97,Not Reported
Washington,530636,2,97,Not Reported
